report_name,report_agency,date,visits,browser,os_version
Windows version and browser,Department of Agriculture,4/21/24,55498,Chrome,10
Windows version and browser,Department of Agriculture,4/21/24,18190,Edge,10
Windows version and browser,Department of Agriculture,4/21/24,3970,Firefox,10
Windows version and browser,Department of Agriculture,4/21/24,648,Opera,10
Windows version and browser,Department of Agriculture,4/21/24,283,Chrome,7
Windows version and browser,Department of Agriculture,4/21/24,195,Firefox,7
Windows version and browser,Department of Agriculture,4/21/24,143,Chrome,8.1
Windows version and browser,Department of Agriculture,4/20/24,42292,Chrome,10
Windows version and browser,Department of Agriculture,4/20/24,14820,Edge,10
Windows version and browser,Department of Agriculture,4/20/24,3542,Firefox,10
Windows version and browser,Department of Agriculture,4/20/24,450,Opera,10
Windows version and browser,Department of Agriculture,4/20/24,224,Chrome,7
Windows version and browser,Department of Agriculture,4/20/24,221,Firefox,7
Windows version and browser,Department of Agriculture,4/20/24,139,Chrome,8.1
Windows version and browser,Department of Agriculture,4/19/24,113999,Chrome,10
Windows version and browser,Department of Agriculture,4/19/24,51405,Edge,10
Windows version and browser,Department of Agriculture,4/19/24,5851,Firefox,10
Windows version and browser,Department of Agriculture,4/19/24,612,Opera,10
Windows version and browser,Department of Agriculture,4/19/24,515,Internet Explorer,8
Windows version and browser,Department of Agriculture,4/19/24,273,Chrome,7
Windows version and browser,Department of Agriculture,4/19/24,186,Firefox,7
Windows version and browser,Department of Agriculture,4/19/24,182,Chrome,8.1
Windows version and browser,Department of Agriculture,4/18/24,157317,Chrome,10
Windows version and browser,Department of Agriculture,4/18/24,65959,Edge,10
Windows version and browser,Department of Agriculture,4/18/24,7030,Firefox,10
Windows version and browser,Department of Agriculture,4/18/24,707,Opera,10
Windows version and browser,Department of Agriculture,4/18/24,210,Firefox,7
Windows version and browser,Department of Agriculture,4/18/24,197,Chrome,7
Windows version and browser,Department of Agriculture,4/18/24,172,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,4/18/24,169,Chrome,8.1
Windows version and browser,Department of Agriculture,4/17/24,146447,Chrome,10
Windows version and browser,Department of Agriculture,4/17/24,66393,Edge,10
Windows version and browser,Department of Agriculture,4/17/24,6935,Firefox,10
Windows version and browser,Department of Agriculture,4/17/24,752,Opera,10
Windows version and browser,Department of Agriculture,4/17/24,318,Chrome,7
Windows version and browser,Department of Agriculture,4/17/24,198,Firefox,7
Windows version and browser,Department of Agriculture,4/17/24,171,Chrome,8.1
Windows version and browser,Department of Agriculture,4/16/24,153204,Chrome,10
Windows version and browser,Department of Agriculture,4/16/24,68014,Edge,10
Windows version and browser,Department of Agriculture,4/16/24,7084,Firefox,10
Windows version and browser,Department of Agriculture,4/16/24,933,Firefox,8.1
Windows version and browser,Department of Agriculture,4/16/24,747,Opera,10
Windows version and browser,Department of Agriculture,4/16/24,381,Chrome,7
Windows version and browser,Department of Agriculture,4/16/24,208,Firefox,7
Windows version and browser,Department of Agriculture,4/16/24,185,Chrome,8.1
Windows version and browser,Department of Agriculture,4/16/24,177,Firefox,XP
Windows version and browser,Department of Agriculture,4/16/24,148,Internet Explorer,10
Windows version and browser,Department of Agriculture,4/15/24,158352,Chrome,10
Windows version and browser,Department of Agriculture,4/15/24,70179,Edge,10
Windows version and browser,Department of Agriculture,4/15/24,7300,Firefox,10
Windows version and browser,Department of Agriculture,4/15/24,1191,Internet Explorer,8
Windows version and browser,Department of Agriculture,4/15/24,988,Firefox,8.1
Windows version and browser,Department of Agriculture,4/15/24,763,Opera,10
Windows version and browser,Department of Agriculture,4/15/24,402,Chrome,7
Windows version and browser,Department of Agriculture,4/15/24,201,Firefox,7
Windows version and browser,Department of Agriculture,4/15/24,196,Chrome,8.1
Windows version and browser,Department of Agriculture,4/15/24,166,Firefox,XP
Windows version and browser,Department of Agriculture,4/15/24,109,Internet Explorer,10
Windows version and browser,Department of Agriculture,4/14/24,52992,Chrome,10
Windows version and browser,Department of Agriculture,4/14/24,17223,Edge,10
Windows version and browser,Department of Agriculture,4/14/24,3721,Firefox,10
Windows version and browser,Department of Agriculture,4/14/24,615,Firefox,8.1
Windows version and browser,Department of Agriculture,4/14/24,593,Opera,10
Windows version and browser,Department of Agriculture,4/14/24,348,Chrome,7
Windows version and browser,Department of Agriculture,4/14/24,178,Firefox,7
Windows version and browser,Department of Agriculture,4/14/24,148,Firefox,XP
Windows version and browser,Department of Agriculture,4/13/24,44348,Chrome,10
Windows version and browser,Department of Agriculture,4/13/24,14298,Edge,10
Windows version and browser,Department of Agriculture,4/13/24,3284,Firefox,10
Windows version and browser,Department of Agriculture,4/13/24,480,Opera,10
Windows version and browser,Department of Agriculture,4/13/24,467,Firefox,8.1
Windows version and browser,Department of Agriculture,4/13/24,211,Chrome,7
Windows version and browser,Department of Agriculture,4/13/24,128,Firefox,7
Windows version and browser,Department of Agriculture,4/13/24,104,Chrome,8.1
Windows version and browser,Department of Agriculture,4/12/24,120114,Chrome,10
Windows version and browser,Department of Agriculture,4/12/24,52831,Edge,10
Windows version and browser,Department of Agriculture,4/12/24,6060,Firefox,10
Windows version and browser,Department of Agriculture,4/12/24,605,Opera,10
Windows version and browser,Department of Agriculture,4/12/24,424,Internet Explorer,8
Windows version and browser,Department of Agriculture,4/12/24,391,Chrome,7
Windows version and browser,Department of Agriculture,4/12/24,214,Chrome,8.1
Windows version and browser,Department of Agriculture,4/12/24,201,Firefox,7
Windows version and browser,Department of Agriculture,4/12/24,200,Firefox,8.1
Windows version and browser,Department of Agriculture,4/12/24,120,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,4/11/24,151087,Chrome,10
Windows version and browser,Department of Agriculture,4/11/24,67606,Edge,10
Windows version and browser,Department of Agriculture,4/11/24,7170,Firefox,10
Windows version and browser,Department of Agriculture,4/11/24,697,Opera,10
Windows version and browser,Department of Agriculture,4/11/24,494,Chrome,7
Windows version and browser,Department of Agriculture,4/11/24,403,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,4/11/24,233,Firefox,7
Windows version and browser,Department of Agriculture,4/11/24,182,Chrome,8.1
Windows version and browser,Department of Agriculture,4/11/24,180,Firefox,8.1
Windows version and browser,Department of Agriculture,4/11/24,121,Internet Explorer,10
Windows version and browser,Department of Agriculture,4/10/24,142905,Chrome,10
Windows version and browser,Department of Agriculture,4/10/24,69655,Edge,10
Windows version and browser,Department of Agriculture,4/10/24,7010,Firefox,10
Windows version and browser,Department of Agriculture,4/10/24,678,Opera,10
Windows version and browser,Department of Agriculture,4/10/24,677,Internet Explorer,8
Windows version and browser,Department of Agriculture,4/10/24,378,Chrome,7
Windows version and browser,Department of Agriculture,4/10/24,204,Firefox,7
Windows version and browser,Department of Agriculture,4/10/24,175,Chrome,8.1
Windows version and browser,Department of Agriculture,4/10/24,114,Internet Explorer,10
Windows version and browser,Department of Agriculture,4/9/24,145928,Chrome,10
Windows version and browser,Department of Agriculture,4/9/24,69256,Edge,10
Windows version and browser,Department of Agriculture,4/9/24,6967,Firefox,10
Windows version and browser,Department of Agriculture,4/9/24,689,Opera,10
Windows version and browser,Department of Agriculture,4/9/24,406,Chrome,7
Windows version and browser,Department of Agriculture,4/9/24,194,Firefox,7
Windows version and browser,Department of Agriculture,4/9/24,181,Chrome,8.1
Windows version and browser,Department of Agriculture,4/8/24,153860,Chrome,10
Windows version and browser,Department of Agriculture,4/8/24,66079,Edge,10
Windows version and browser,Department of Agriculture,4/8/24,6617,Firefox,10
Windows version and browser,Department of Agriculture,4/8/24,684,Opera,10
Windows version and browser,Department of Agriculture,4/8/24,404,Chrome,7
Windows version and browser,Department of Agriculture,4/8/24,192,Firefox,7
Windows version and browser,Department of Agriculture,4/8/24,158,Chrome,8.1
Windows version and browser,Department of Agriculture,4/7/24,52492,Chrome,10
Windows version and browser,Department of Agriculture,4/7/24,16398,Edge,10
Windows version and browser,Department of Agriculture,4/7/24,3673,Firefox,10
Windows version and browser,Department of Agriculture,4/7/24,740,Opera,10
Windows version and browser,Department of Agriculture,4/7/24,402,Chrome,7
Windows version and browser,Department of Agriculture,4/7/24,145,Firefox,7
Windows version and browser,Department of Agriculture,4/7/24,108,Chrome,8.1
Windows version and browser,Department of Agriculture,4/6/24,44531,Chrome,10
Windows version and browser,Department of Agriculture,4/6/24,13620,Edge,10
Windows version and browser,Department of Agriculture,4/6/24,3742,Firefox,10
Windows version and browser,Department of Agriculture,4/6/24,967,Opera,10
Windows version and browser,Department of Agriculture,4/6/24,387,Chrome,7
Windows version and browser,Department of Agriculture,4/6/24,271,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,4/6/24,145,Firefox,7
Windows version and browser,Department of Agriculture,4/6/24,104,Chrome,8.1
Windows version and browser,Department of Agriculture,4/5/24,140205,Chrome,10
Windows version and browser,Department of Agriculture,4/5/24,50791,Edge,10
Windows version and browser,Department of Agriculture,4/5/24,6249,Firefox,10
Windows version and browser,Department of Agriculture,4/5/24,1146,Internet Explorer,8
Windows version and browser,Department of Agriculture,4/5/24,893,Opera,10
Windows version and browser,Department of Agriculture,4/5/24,315,Chrome,7
Windows version and browser,Department of Agriculture,4/5/24,283,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,4/5/24,219,Firefox,8.1
Windows version and browser,Department of Agriculture,4/5/24,203,Firefox,7
Windows version and browser,Department of Agriculture,4/5/24,164,Chrome,8.1
Windows version and browser,Department of Agriculture,4/5/24,104,Internet Explorer,10
Windows version and browser,Department of Agriculture,4/4/24,156084,Chrome,10
Windows version and browser,Department of Agriculture,4/4/24,64765,Edge,10
Windows version and browser,Department of Agriculture,4/4/24,7604,Firefox,10
Windows version and browser,Department of Agriculture,4/4/24,1301,Opera,10
Windows version and browser,Department of Agriculture,4/4/24,509,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,4/4/24,424,Chrome,7
Windows version and browser,Department of Agriculture,4/4/24,323,Firefox,8.1
Windows version and browser,Department of Agriculture,4/4/24,282,Firefox,7
Windows version and browser,Department of Agriculture,4/4/24,176,Chrome,8.1
Windows version and browser,Department of Agriculture,4/4/24,141,Firefox,XP
Windows version and browser,Department of Agriculture,4/3/24,148503,Chrome,10
Windows version and browser,Department of Agriculture,4/3/24,67687,Edge,10
Windows version and browser,Department of Agriculture,4/3/24,7799,Firefox,10
Windows version and browser,Department of Agriculture,4/3/24,1206,Opera,10
Windows version and browser,Department of Agriculture,4/3/24,419,Chrome,7
Windows version and browser,Department of Agriculture,4/3/24,223,Firefox,7
Windows version and browser,Department of Agriculture,4/3/24,177,Chrome,8.1
Windows version and browser,Department of Agriculture,4/3/24,145,Chrome,8
Windows version and browser,Department of Agriculture,4/2/24,168566,Chrome,10
Windows version and browser,Department of Agriculture,4/2/24,68268,Edge,10
Windows version and browser,Department of Agriculture,4/2/24,7767,Firefox,10
Windows version and browser,Department of Agriculture,4/2/24,1081,Opera,10
Windows version and browser,Department of Agriculture,4/2/24,385,Chrome,7
Windows version and browser,Department of Agriculture,4/2/24,223,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,4/2/24,197,Firefox,7
Windows version and browser,Department of Agriculture,4/2/24,164,Chrome,8.1
Windows version and browser,Department of Agriculture,4/2/24,105,Firefox,8.1
Windows version and browser,Department of Agriculture,4/2/24,101,Internet Explorer,10
Windows version and browser,Department of Agriculture,4/1/24,164536,Chrome,10
Windows version and browser,Department of Agriculture,4/1/24,69689,Edge,10
Windows version and browser,Department of Agriculture,4/1/24,7401,Firefox,10
Windows version and browser,Department of Agriculture,4/1/24,1084,Opera,10
Windows version and browser,Department of Agriculture,4/1/24,396,Chrome,7
Windows version and browser,Department of Agriculture,4/1/24,227,Firefox,7
Windows version and browser,Department of Agriculture,4/1/24,155,Chrome,8.1
Windows version and browser,Department of Agriculture,5/31/24,129017,Chrome,10
Windows version and browser,Department of Agriculture,5/31/24,51179,Edge,10
Windows version and browser,Department of Agriculture,5/31/24,5527,Firefox,10
Windows version and browser,Department of Agriculture,5/31/24,596,Opera,10
Windows version and browser,Department of Agriculture,5/31/24,360,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/31/24,230,Firefox,7
Windows version and browser,Department of Agriculture,5/31/24,190,Chrome,8.1
Windows version and browser,Department of Agriculture,5/31/24,184,Chrome,7
Windows version and browser,Department of Agriculture,5/31/24,105,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/30/24,141132,Chrome,10
Windows version and browser,Department of Agriculture,5/30/24,63196,Edge,10
Windows version and browser,Department of Agriculture,5/30/24,6730,Firefox,10
Windows version and browser,Department of Agriculture,5/30/24,675,Opera,10
Windows version and browser,Department of Agriculture,5/30/24,309,Chrome,7
Windows version and browser,Department of Agriculture,5/30/24,298,Firefox,7
Windows version and browser,Department of Agriculture,5/30/24,159,Chrome,8.1
Windows version and browser,Department of Agriculture,5/30/24,107,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/29/24,168027,Chrome,10
Windows version and browser,Department of Agriculture,5/29/24,70081,Edge,10
Windows version and browser,Department of Agriculture,5/29/24,7752,Firefox,10
Windows version and browser,Department of Agriculture,5/29/24,722,Opera,10
Windows version and browser,Department of Agriculture,5/29/24,346,Chrome,7
Windows version and browser,Department of Agriculture,5/29/24,272,Firefox,7
Windows version and browser,Department of Agriculture,5/29/24,183,Chrome,8.1
Windows version and browser,Department of Agriculture,5/29/24,106,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/28/24,156445,Chrome,10
Windows version and browser,Department of Agriculture,5/28/24,70494,Edge,10
Windows version and browser,Department of Agriculture,5/28/24,7466,Firefox,10
Windows version and browser,Department of Agriculture,5/28/24,752,Opera,10
Windows version and browser,Department of Agriculture,5/28/24,299,Chrome,7
Windows version and browser,Department of Agriculture,5/28/24,225,Firefox,7
Windows version and browser,Department of Agriculture,5/28/24,195,Chrome,8.1
Windows version and browser,Department of Agriculture,5/27/24,70689,Chrome,10
Windows version and browser,Department of Agriculture,5/27/24,19817,Edge,10
Windows version and browser,Department of Agriculture,5/27/24,4196,Firefox,10
Windows version and browser,Department of Agriculture,5/27/24,674,Opera,10
Windows version and browser,Department of Agriculture,5/27/24,274,Chrome,7
Windows version and browser,Department of Agriculture,5/27/24,260,Internet Explorer,8
Windows version and browser,Department of Agriculture,5/27/24,234,Firefox,7
Windows version and browser,Department of Agriculture,5/27/24,175,Chrome,8.1
Windows version and browser,Department of Agriculture,5/26/24,49996,Chrome,10
Windows version and browser,Department of Agriculture,5/26/24,14088,Edge,10
Windows version and browser,Department of Agriculture,5/26/24,3262,Firefox,10
Windows version and browser,Department of Agriculture,5/26/24,537,Opera,10
Windows version and browser,Department of Agriculture,5/26/24,244,Firefox,7
Windows version and browser,Department of Agriculture,5/26/24,178,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/26/24,146,Chrome,7
Windows version and browser,Department of Agriculture,5/26/24,103,Chrome,8.1
Windows version and browser,Department of Agriculture,5/25/24,41795,Chrome,10
Windows version and browser,Department of Agriculture,5/25/24,12601,Edge,10
Windows version and browser,Department of Agriculture,5/25/24,2944,Firefox,10
Windows version and browser,Department of Agriculture,5/25/24,474,Opera,10
Windows version and browser,Department of Agriculture,5/25/24,283,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/25/24,185,Chrome,7
Windows version and browser,Department of Agriculture,5/25/24,147,Firefox,7
Windows version and browser,Department of Agriculture,5/25/24,120,Chrome,8.1
Windows version and browser,Department of Agriculture,5/24/24,117460,Chrome,10
Windows version and browser,Department of Agriculture,5/24/24,46954,Edge,10
Windows version and browser,Department of Agriculture,5/24/24,5723,Firefox,10
Windows version and browser,Department of Agriculture,5/24/24,658,Opera,10
Windows version and browser,Department of Agriculture,5/24/24,259,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/24/24,210,Firefox,7
Windows version and browser,Department of Agriculture,5/24/24,181,Chrome,8.1
Windows version and browser,Department of Agriculture,5/24/24,174,Chrome,7
Windows version and browser,Department of Agriculture,5/23/24,153301,Chrome,10
Windows version and browser,Department of Agriculture,5/23/24,62635,Edge,10
Windows version and browser,Department of Agriculture,5/23/24,6779,Firefox,10
Windows version and browser,Department of Agriculture,5/23/24,699,Opera,10
Windows version and browser,Department of Agriculture,5/23/24,328,Chrome,7
Windows version and browser,Department of Agriculture,5/23/24,214,Firefox,7
Windows version and browser,Department of Agriculture,5/23/24,156,Chrome,8.1
Windows version and browser,Department of Agriculture,5/23/24,117,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/22/24,152422,Chrome,10
Windows version and browser,Department of Agriculture,5/22/24,63929,Edge,10
Windows version and browser,Department of Agriculture,5/22/24,6797,Firefox,10
Windows version and browser,Department of Agriculture,5/22/24,746,Opera,10
Windows version and browser,Department of Agriculture,5/22/24,238,Firefox,7
Windows version and browser,Department of Agriculture,5/22/24,212,Chrome,7
Windows version and browser,Department of Agriculture,5/22/24,207,Chrome,8.1
Windows version and browser,Department of Agriculture,5/21/24,170780,Chrome,10
Windows version and browser,Department of Agriculture,5/21/24,66509,Edge,10
Windows version and browser,Department of Agriculture,5/21/24,7078,Firefox,10
Windows version and browser,Department of Agriculture,5/21/24,761,Opera,10
Windows version and browser,Department of Agriculture,5/21/24,323,Chrome,7
Windows version and browser,Department of Agriculture,5/21/24,206,Firefox,7
Windows version and browser,Department of Agriculture,5/21/24,185,Chrome,8.1
Windows version and browser,Department of Agriculture,5/21/24,116,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/20/24,149969,Chrome,10
Windows version and browser,Department of Agriculture,5/20/24,67809,Edge,10
Windows version and browser,Department of Agriculture,5/20/24,7160,Firefox,10
Windows version and browser,Department of Agriculture,5/20/24,740,Opera,10
Windows version and browser,Department of Agriculture,5/20/24,467,Chrome,7
Windows version and browser,Department of Agriculture,5/20/24,273,Firefox,7
Windows version and browser,Department of Agriculture,5/20/24,210,Chrome,8.1
Windows version and browser,Department of Agriculture,5/20/24,166,Internet Explorer,8
Windows version and browser,Department of Agriculture,5/20/24,112,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/19/24,49093,Chrome,10
Windows version and browser,Department of Agriculture,5/19/24,15518,Edge,10
Windows version and browser,Department of Agriculture,5/19/24,3522,Firefox,10
Windows version and browser,Department of Agriculture,5/19/24,580,Opera,10
Windows version and browser,Department of Agriculture,5/19/24,276,Chrome,7
Windows version and browser,Department of Agriculture,5/19/24,131,Firefox,7
Windows version and browser,Department of Agriculture,5/18/24,45833,Chrome,10
Windows version and browser,Department of Agriculture,5/18/24,13108,Edge,10
Windows version and browser,Department of Agriculture,5/18/24,2979,Firefox,10
Windows version and browser,Department of Agriculture,5/18/24,496,Opera,10
Windows version and browser,Department of Agriculture,5/18/24,198,Chrome,7
Windows version and browser,Department of Agriculture,5/18/24,144,Firefox,7
Windows version and browser,Department of Agriculture,5/18/24,127,Chrome,8.1
Windows version and browser,Department of Agriculture,5/17/24,132193,Chrome,10
Windows version and browser,Department of Agriculture,5/17/24,50240,Edge,10
Windows version and browser,Department of Agriculture,5/17/24,5780,Firefox,10
Windows version and browser,Department of Agriculture,5/17/24,640,Opera,10
Windows version and browser,Department of Agriculture,5/17/24,368,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/17/24,305,Chrome,7
Windows version and browser,Department of Agriculture,5/17/24,228,Firefox,7
Windows version and browser,Department of Agriculture,5/17/24,193,Chrome,8.1
Windows version and browser,Department of Agriculture,5/16/24,171129,Chrome,10
Windows version and browser,Department of Agriculture,5/16/24,63420,Edge,10
Windows version and browser,Department of Agriculture,5/16/24,6734,Firefox,10
Windows version and browser,Department of Agriculture,5/16/24,727,Opera,10
Windows version and browser,Department of Agriculture,5/16/24,509,Internet Explorer,8
Windows version and browser,Department of Agriculture,5/16/24,238,Chrome,7
Windows version and browser,Department of Agriculture,5/16/24,191,Firefox,7
Windows version and browser,Department of Agriculture,5/16/24,148,Chrome,8.1
Windows version and browser,Department of Agriculture,5/16/24,114,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/15/24,161063,Chrome,10
Windows version and browser,Department of Agriculture,5/15/24,65280,Edge,10
Windows version and browser,Department of Agriculture,5/15/24,6899,Firefox,10
Windows version and browser,Department of Agriculture,5/15/24,710,Opera,10
Windows version and browser,Department of Agriculture,5/15/24,257,Chrome,7
Windows version and browser,Department of Agriculture,5/15/24,242,Firefox,7
Windows version and browser,Department of Agriculture,5/15/24,238,Internet Explorer,8
Windows version and browser,Department of Agriculture,5/15/24,196,Chrome,8.1
Windows version and browser,Department of Agriculture,5/15/24,130,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/14/24,178152,Chrome,10
Windows version and browser,Department of Agriculture,5/14/24,66667,Edge,10
Windows version and browser,Department of Agriculture,5/14/24,7135,Firefox,10
Windows version and browser,Department of Agriculture,5/14/24,754,Opera,10
Windows version and browser,Department of Agriculture,5/14/24,511,Chrome,7
Windows version and browser,Department of Agriculture,5/14/24,298,Firefox,7
Windows version and browser,Department of Agriculture,5/14/24,208,Chrome,8.1
Windows version and browser,Department of Agriculture,5/14/24,129,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/13/24,167236,Chrome,10
Windows version and browser,Department of Agriculture,5/13/24,69426,Edge,10
Windows version and browser,Department of Agriculture,5/13/24,7372,Firefox,10
Windows version and browser,Department of Agriculture,5/13/24,692,Opera,10
Windows version and browser,Department of Agriculture,5/13/24,349,Chrome,7
Windows version and browser,Department of Agriculture,5/13/24,259,Firefox,7
Windows version and browser,Department of Agriculture,5/13/24,161,Chrome,8.1
Windows version and browser,Department of Agriculture,5/12/24,43624,Chrome,10
Windows version and browser,Department of Agriculture,5/12/24,13753,Edge,10
Windows version and browser,Department of Agriculture,5/12/24,3127,Firefox,10
Windows version and browser,Department of Agriculture,5/12/24,466,Opera,10
Windows version and browser,Department of Agriculture,5/12/24,284,Chrome,7
Windows version and browser,Department of Agriculture,5/12/24,146,Firefox,7
Windows version and browser,Department of Agriculture,5/12/24,124,Chrome,8.1
Windows version and browser,Department of Agriculture,5/11/24,40285,Chrome,10
Windows version and browser,Department of Agriculture,5/11/24,12358,Edge,10
Windows version and browser,Department of Agriculture,5/11/24,3052,Firefox,10
Windows version and browser,Department of Agriculture,5/11/24,436,Opera,10
Windows version and browser,Department of Agriculture,5/11/24,360,Chrome,7
Windows version and browser,Department of Agriculture,5/11/24,209,Firefox,7
Windows version and browser,Department of Agriculture,5/11/24,147,Internet Explorer,8
Windows version and browser,Department of Agriculture,5/11/24,144,Chrome,8.1
Windows version and browser,Department of Agriculture,5/10/24,132488,Chrome,10
Windows version and browser,Department of Agriculture,5/10/24,52344,Edge,10
Windows version and browser,Department of Agriculture,5/10/24,6022,Firefox,10
Windows version and browser,Department of Agriculture,5/10/24,545,Opera,10
Windows version and browser,Department of Agriculture,5/10/24,450,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/10/24,436,Chrome,7
Windows version and browser,Department of Agriculture,5/10/24,213,Chrome,8.1
Windows version and browser,Department of Agriculture,5/10/24,175,Firefox,7
Windows version and browser,Department of Agriculture,5/10/24,108,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/9/24,156303,Chrome,10
Windows version and browser,Department of Agriculture,5/9/24,61377,Edge,10
Windows version and browser,Department of Agriculture,5/9/24,6332,Firefox,10
Windows version and browser,Department of Agriculture,5/9/24,721,Internet Explorer,8
Windows version and browser,Department of Agriculture,5/9/24,669,Opera,10
Windows version and browser,Department of Agriculture,5/9/24,413,Chrome,7
Windows version and browser,Department of Agriculture,5/9/24,192,Firefox,7
Windows version and browser,Department of Agriculture,5/9/24,187,Chrome,8.1
Windows version and browser,Department of Agriculture,5/9/24,103,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/9/24,102,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/8/24,155539,Chrome,10
Windows version and browser,Department of Agriculture,5/8/24,64683,Edge,10
Windows version and browser,Department of Agriculture,5/8/24,6761,Firefox,10
Windows version and browser,Department of Agriculture,5/8/24,657,Internet Explorer,8
Windows version and browser,Department of Agriculture,5/8/24,657,Opera,10
Windows version and browser,Department of Agriculture,5/8/24,468,Chrome,7
Windows version and browser,Department of Agriculture,5/8/24,289,Firefox,7
Windows version and browser,Department of Agriculture,5/8/24,185,Chrome,8.1
Windows version and browser,Department of Agriculture,5/7/24,147304,Chrome,10
Windows version and browser,Department of Agriculture,5/7/24,67781,Edge,10
Windows version and browser,Department of Agriculture,5/7/24,7037,Firefox,10
Windows version and browser,Department of Agriculture,5/7/24,662,Opera,10
Windows version and browser,Department of Agriculture,5/7/24,404,Chrome,7
Windows version and browser,Department of Agriculture,5/7/24,253,Firefox,7
Windows version and browser,Department of Agriculture,5/7/24,160,Chrome,8.1
Windows version and browser,Department of Agriculture,5/6/24,147611,Chrome,10
Windows version and browser,Department of Agriculture,5/6/24,68432,Edge,10
Windows version and browser,Department of Agriculture,5/6/24,7335,Firefox,10
Windows version and browser,Department of Agriculture,5/6/24,781,Chrome,7
Windows version and browser,Department of Agriculture,5/6/24,759,Opera,10
Windows version and browser,Department of Agriculture,5/6/24,439,Firefox,7
Windows version and browser,Department of Agriculture,5/6/24,363,Chrome,8.1
Windows version and browser,Department of Agriculture,5/6/24,156,Internet Explorer,7
Windows version and browser,Department of Agriculture,5/6/24,126,Firefox,8.1
Windows version and browser,Department of Agriculture,5/6/24,122,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/6/24,103,Chrome,8
Windows version and browser,Department of Agriculture,5/5/24,49284,Chrome,10
Windows version and browser,Department of Agriculture,5/5/24,16279,Edge,10
Windows version and browser,Department of Agriculture,5/5/24,3551,Firefox,10
Windows version and browser,Department of Agriculture,5/5/24,561,Opera,10
Windows version and browser,Department of Agriculture,5/5/24,360,Chrome,7
Windows version and browser,Department of Agriculture,5/5/24,147,Firefox,7
Windows version and browser,Department of Agriculture,5/5/24,105,Chrome,8.1
Windows version and browser,Department of Agriculture,5/4/24,44509,Chrome,10
Windows version and browser,Department of Agriculture,5/4/24,13868,Edge,10
Windows version and browser,Department of Agriculture,5/4/24,3178,Firefox,10
Windows version and browser,Department of Agriculture,5/4/24,499,Opera,10
Windows version and browser,Department of Agriculture,5/4/24,195,Chrome,7
Windows version and browser,Department of Agriculture,5/4/24,148,Firefox,7
Windows version and browser,Department of Agriculture,5/4/24,123,Chrome,8.1
Windows version and browser,Department of Agriculture,5/3/24,118477,Chrome,10
Windows version and browser,Department of Agriculture,5/3/24,51271,Edge,10
Windows version and browser,Department of Agriculture,5/3/24,5868,Firefox,10
Windows version and browser,Department of Agriculture,5/3/24,621,Opera,10
Windows version and browser,Department of Agriculture,5/3/24,470,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/3/24,353,Chrome,7
Windows version and browser,Department of Agriculture,5/3/24,201,Chrome,8.1
Windows version and browser,Department of Agriculture,5/3/24,195,Firefox,7
Windows version and browser,Department of Agriculture,5/2/24,144393,Chrome,10
Windows version and browser,Department of Agriculture,5/2/24,68416,Edge,10
Windows version and browser,Department of Agriculture,5/2/24,7108,Firefox,10
Windows version and browser,Department of Agriculture,5/2/24,734,Opera,10
Windows version and browser,Department of Agriculture,5/2/24,354,Chrome,7
Windows version and browser,Department of Agriculture,5/2/24,237,Firefox,7
Windows version and browser,Department of Agriculture,5/2/24,185,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,5/2/24,131,Chrome,8.1
Windows version and browser,Department of Agriculture,5/2/24,107,Internet Explorer,10
Windows version and browser,Department of Agriculture,5/1/24,137808,Chrome,10
Windows version and browser,Department of Agriculture,5/1/24,64470,Edge,10
Windows version and browser,Department of Agriculture,5/1/24,6840,Firefox,10
Windows version and browser,Department of Agriculture,5/1/24,665,Opera,10
Windows version and browser,Department of Agriculture,5/1/24,302,Chrome,7
